user_id,item_id,age,gender,user_level,purchase_freq,total_spend,register_days,follow_num,fans_num,price,discount_rate,category,title_length,title_emo_score,img_count,has_video,like_num,comment_num,share_num,collect_num,is_follow_author,add2cart,coupon_received,coupon_used,pv_count,last_click_gap,interaction_rate,purchase_intent,freshness_score,social_influence,label
U00023835,I00001714,26,0,5,16,19164.54,314,26,1,115.27,0.177,家居日用,13,0.737,7,0,713,142,47,207,0,0,1,1,5,50.6,241.417,23.7,0.322,1207.08,1
U00023836,I00020429,19,0,1,7,4474.94,1,15,2,356.91,0.0,家居日用,20,0.561,5,1,10,1,1,3,0,0,0,0,5,4.5,3.25,0.3,0.842,16.25,0
U00023837,I00062161,40,0,4,10,2355.2,274,8,0,55.52,0.0,数码家电,34,0.825,6,0,4,0,0,0,0,1,0,0,89,2.6,0.044,5.0,0.902,0.22,1
U00023838,I00066172,36,1,4,16,1337.28,237,9,0,165.47,0.456,食品生鲜,30,0.5,3,1,2,0,0,0,0,0,0,0,4,30.3,0.4,0.0,0.442,2.0,0
U00023839,I00080730,18,0,4,8,555.9,514,22,0,79.38,0.0,数码家电,21,0.511,2,0,1,0,0,0,0,1,1,0,1,20.0,0.5,8.0,0.545,2.5,0
U00023840,I00060844,29,0,4,18,5546.66,761,18,0,37.14,0.0,美妆个护,27,0.73,3,0,2,0,0,0,0,0,0,0,2,0.7,0.667,0.0,0.972,3.34,0
U00023841,I00023004,24,1,3,31,2168.34,821,4,0,163.14,0.0,服饰鞋包,40,0.683,1,0,15,2,0,5,0,0,1,1,11,6.6,2.208,3.5,0.784,11.04,0
U00023842,I00080170,30,0,2,20,3975.38,652,1,1,312.49,0.184,服饰鞋包,43,0.437,3,0,15,3,2,5,0,1,0,0,4,4.6,6.9,5.5,0.839,34.5,1
U00023843,I00042078,31,1,3,17,6014.91,394,3,0,111.37,0.144,服饰鞋包,28,0.321,4,0,2,0,0,0,0,1,0,0,2,9.0,0.667,5.0,0.727,3.34,1
U00023844,I00026731,33,1,3,35,921.05,397,84,1,37.3,0.175,服饰鞋包,5,0.569,2,0,29,7,3,5,0,0,0,0,10,19.9,5.409,0.5,0.547,27.04,0
U00023845,I00072982,18,0,4,4,5604.05,477,8,0,218.74,0.166,美妆个护,26,0.61,3,0,30,7,1,8,1,0,0,0,3,20.4,14.75,0.8,0.541,83.75,0
U00023846,I00079818,18,0,4,5,482.64,481,9,0,92.28,0.0,服饰鞋包,39,0.726,1,1,3,0,0,1,0,0,0,0,1,19.2,2.25,0.1,0.556,11.25,0
U00023847,I00072139,33,0,1,4,2419.54,325,13,1,101.31,0.0,服饰鞋包,5,0.618,1,0,8,1,0,2,0,0,1,0,4,19.1,2.6,3.2,0.557,13.0,0
U00023848,I00065574,18,0,1,7,1625.21,860,7,1,28.69,0.23,美妆个护,21,0.654,3,1,29,7,2,7,0,0,0,0,18,9.6,3.132,0.7,0.714,15.66,1
U00023849,I00028870,24,1,4,3,1325.32,601,4,0,29.04,0.0,美妆个护,31,0.442,5,1,7,1,0,2,0,0,0,0,34,4.9,0.343,0.2,0.83,1.72,0
U00023850,I00031077,26,0,1,5,1257.66,282,14,1,211.38,0.209,服饰鞋包,37,0.589,3,0,17,3,1,3,0,1,0,0,5,7.9,5.083,5.3,0.752,25.42,1
U00023851,I00086006,25,0,7,4,7224.4,190,2,0,449.35,0.0,服饰鞋包,26,0.816,1,0,12,3,0,1,0,1,0,0,23,2.4,0.812,5.1,0.909,4.06,1
U00023852,I00025095,33,0,3,10,1174.67,1157,10,0,36.36,0.0,家居日用,41,0.406,4,0,11,1,0,2,0,0,0,0,7,38.9,2.0,0.2,0.382,10.0,0
U00023853,I00026818,18,0,2,7,750.92,560,8,3,13.72,0.0,家居日用,18,0.4,5,0,6,1,0,1,0,0,0,0,7,17.9,1.188,0.1,0.573,5.94,1
U00023854,I00010556,18,1,2,16,3120.32,1,31,0,25.29,0.0,美妆个护,31,0.533,2,0,22,4,2,4,1,0,0,0,4,1.4,8.4,0.4,0.945,52.0,1
U00023855,I00070657,22,0,2,6,544.9,527,18,2,62.48,0.42,食品生鲜,15,0.812,1,1,84,22,11,22,0,0,0,0,69,59.8,2.771,2.2,0.286,13.86,0
U00023856,I00080215,24,0,3,9,1353.3,735,1,0,24.65,0.1,服饰鞋包,51,0.617,6,0,34,5,2,5,0,0,0,0,21,32.9,2.614,0.5,0.422,13.07,0
U00023857,I00050194,18,1,2,10,440.53,504,18,0,38.32,0.0,服饰鞋包,19,0.356,2,0,74,18,8,24,0,1,0,0,42,12.8,3.953,7.4,0.652,19.76,1
U00023858,I00004716,32,0,3,5,5500.4,681,42,0,51.64,0.36,美妆个护,21,0.465,4,0,55,15,7,10,1,0,0,0,8,1.4,13.444,1.0,0.945,77.22,1
U00023859,I00034163,18,1,4,9,262.7,157,18,0,11.31,0.0,数码家电,18,0.491,3,0,45,11,3,8,0,0,0,0,4,7.9,17.6,0.8,0.752,88.0,0
U00023860,I00038459,18,0,3,0,741.82,963,10,0,54.99,0.0,数码家电,28,0.622,3,0,18,2,1,5,0,0,0,0,1,4.3,16.25,0.5,0.848,81.25,0
U00023861,I00003141,33,1,1,11,2140.2,314,14,0,91.44,0.346,美妆个护,28,0.718,5,0,41,7,2,7,0,1,0,0,1,15.7,35.75,5.7,0.605,178.75,1
U00023862,I00074175,24,1,3,11,376.64,338,21,0,54.04,0.225,数码家电,33,0.61,4,0,2,0,0,0,0,1,1,1,12,11.3,0.154,8.0,0.68,0.77,1
U00023863,I00017384,35,0,3,4,4579.63,393,29,0,127.97,0.0,食品生鲜,36,0.314,1,0,9,1,0,2,0,0,0,0,6,12.5,2.0,0.2,0.658,10.0,0
U00023864,I00017719,18,0,1,4,512.89,455,52,0,89.98,0.06,美妆个护,30,0.585,3,1,16,2,1,5,1,0,0,0,2,6.0,10.167,0.5,0.8,60.84,0
U00023865,I00076161,21,1,5,8,4089.51,1,8,0,7.07,0.418,美妆个护,46,0.625,4,0,0,0,0,0,1,0,1,0,1,10.7,0.0,3.0,0.692,10.0,0
U00023866,I00057400,35,0,4,5,527.53,602,8,0,48.77,0.145,食品生鲜,25,0.554,7,0,70,9,4,13,0,0,0,0,6,5.4,17.071,1.3,0.816,85.36,0
U00023867,I00087009,21,0,6,4,2105.47,538,4,0,40.06,0.176,服饰鞋包,17,0.647,4,0,93,26,11,18,0,0,0,0,28,12.4,7.069,1.8,0.659,35.34,0
U00023868,I00021864,31,0,6,3,9219.71,3,14,0,75.06,0.11,家居日用,37,0.724,4,0,0,0,0,0,0,0,1,1,1,9.5,0.0,3.0,0.716,0.0,1
U00023869,I00071627,20,0,4,7,323.77,470,4,0,54.78,0.0,美妆个护,40,0.788,4,1,3,0,0,0,0,0,1,0,5,41.4,0.5,3.0,0.367,2.5,0
U00023870,I00011378,30,0,6,25,417.18,1130,43,0,69.74,0.0,服饰鞋包,13,0.529,1,0,22,3,2,7,0,1,0,0,15,7.5,2.781,5.7,0.762,13.9,0
U00023871,I00083032,24,0,1,23,2599.69,522,4,0,92.62,0.286,家居日用,39,0.421,5,0,2,0,0,0,0,0,1,1,8,32.1,0.222,3.0,0.428,1.11,1
U00023872,I00060524,42,0,5,18,1205.57,511,140,0,169.02,0.0,服饰鞋包,26,0.826,2,0,2,0,0,0,0,0,1,0,34,4.7,0.057,3.0,0.836,0.29,0
U00023873,I00014871,28,0,3,29,1483.39,533,119,0,188.97,0.211,服饰鞋包,31,0.744,2,1,2,0,0,0,0,0,0,0,3,1.5,0.5,0.0,0.941,2.5,1
U00023874,I00057488,21,1,3,2,3579.42,717,10,0,128.4,0.088,服饰鞋包,13,0.663,1,0,0,0,0,0,0,0,0,0,5,30.7,0.0,0.0,0.439,0.0,0
U00023875,I00019301,19,0,4,2,3303.43,854,19,0,44.97,0.0,食品生鲜,30,0.506,4,0,16,2,0,3,0,0,1,1,10,24.5,2.227,3.3,0.495,11.14,1
U00023876,I00055952,32,1,4,5,4178.2,1335,6,0,90.59,0.431,服饰鞋包,31,0.549,4,0,14,3,1,5,0,0,0,0,3,0.3,7.625,0.5,0.988,38.12,1
U00023877,I00067640,35,1,6,18,3157.28,600,9,0,113.7,0.0,食品生鲜,51,0.861,1,1,2,0,0,0,0,0,0,0,1,18.5,1.0,0.0,0.565,5.0,1
U00023878,I00072127,19,0,3,19,380.58,481,2,1,519.48,0.224,美妆个护,50,0.69,2,1,4,0,0,1,0,0,0,0,2,11.5,1.833,0.1,0.676,9.16,0
U00023879,I00042981,37,1,7,10,1430.5,605,6,0,94.78,0.0,服饰鞋包,17,0.574,2,1,33,4,1,12,0,0,0,0,7,31.1,7.75,1.2,0.436,38.75,1
U00023880,I00032051,32,0,2,4,790.45,620,8,0,229.16,0.263,食品生鲜,26,0.499,3,0,13,3,1,4,0,0,0,0,10,17.8,2.545,0.4,0.574,12.72,1
U00023881,I00002922,27,1,4,3,1205.63,289,11,0,127.45,0.0,美妆个护,40,0.756,1,0,13,2,0,4,0,0,0,0,7,17.5,2.875,0.4,0.578,14.38,0
U00023882,I00070271,26,0,3,8,1849.91,874,114,0,296.22,0.083,数码家电,19,0.653,7,0,7,1,0,2,0,0,0,0,14,0.7,0.8,0.2,0.972,4.0,0
U00023883,I00085294,38,0,6,4,3413.55,396,12,0,69.93,0.117,食品生鲜,40,0.739,4,0,6,1,0,1,0,0,0,0,9,5.7,0.95,0.1,0.808,4.75,0
U00023884,I00030329,30,1,7,30,1993.98,650,4,1,30.78,0.264,食品生鲜,25,0.783,5,1,4,0,0,1,0,0,0,0,8,7.8,0.611,0.1,0.755,3.06,1
U00023885,I00060821,28,0,3,9,887.89,636,31,0,147.33,0.288,服饰鞋包,30,0.756,4,0,54,6,5,13,0,0,0,0,1,3.8,50.25,1.3,0.863,251.25,0
U00023886,I00023139,21,0,4,34,292.82,611,31,25,69.51,0.019,家居日用,8,0.5,3,0,1,0,0,0,0,0,0,0,1,1.2,0.5,0.0,0.952,2.5,0
U00023887,I00081574,26,0,6,32,6120.12,771,8,0,230.64,0.145,服饰鞋包,29,0.604,4,1,10,1,0,2,0,0,0,0,8,4.1,1.667,0.2,0.854,8.34,0
U00023888,I00012095,42,1,3,16,4631.77,385,21,0,500.05,0.0,美妆个护,29,0.728,8,0,31,3,2,6,0,1,0,0,1,95.8,26.0,5.6,0.2,130.0,1
U00023889,I00065265,26,0,3,2,1085.84,630,17,0,76.42,0.256,食品生鲜,25,0.851,5,0,6,0,0,0,0,0,0,0,5,35.0,1.0,0.0,0.407,5.0,0
U00023890,I00009029,39,0,2,6,1283.19,397,19,0,106.13,0.245,其他,41,0.48,8,1,15,3,0,3,0,0,1,0,3,14.8,6.375,3.3,0.619,31.88,0
U00023891,I00015433,18,1,3,19,793.15,557,4,1,63.0,0.0,食品生鲜,41,0.668,2,0,3,0,0,1,0,0,0,0,1,1.1,2.25,0.1,0.956,11.25,1
U00023892,I00043820,22,0,4,11,7301.44,615,2,0,64.9,0.155,家居日用,17,0.419,3,0,30,7,3,5,0,1,0,0,4,4.5,12.1,5.5,0.842,60.5,1
U00023893,I00088628,33,0,1,10,2777.14,592,13,0,118.52,0.0,食品生鲜,13,0.721,2,0,27,5,1,8,0,0,0,0,7,12.7,6.5,0.8,0.654,32.5,0
U00023894,I00081123,31,1,3,30,529.55,713,7,2,79.08,0.0,美妆个护,39,0.666,7,0,0,0,0,0,0,0,0,0,13,1.1,0.0,0.0,0.956,0.0,1
U00023895,I00005313,19,0,5,10,5832.39,658,6,0,39.54,0.0,服饰鞋包,33,0.465,1,0,6,1,0,1,0,1,1,0,6,19.1,1.357,8.1,0.557,6.78,0
U00023896,I00025974,39,1,4,5,779.71,1,8,0,75.7,0.232,食品生鲜,23,0.38,3,1,22,5,2,4,0,1,1,0,22,13.6,1.913,8.4,0.638,9.56,0
U00023897,I00055306,54,1,5,1,1010.55,683,4,0,58.04,0.153,服饰鞋包,29,0.756,2,1,51,6,7,9,0,0,0,0,8,0.6,10.833,0.9,0.976,54.16,0
U00023898,I00028974,42,0,5,9,1593.68,314,4,0,39.24,0.0,服饰鞋包,17,0.593,3,0,6,1,0,1,0,0,1,1,1,17.8,4.75,3.1,0.574,23.75,1
U00023899,I00044391,37,0,2,5,506.17,663,5,0,79.65,0.24,数码家电,9,0.779,2,1,4,0,0,1,0,1,0,0,26,34.1,0.204,5.1,0.413,1.02,1
U00023900,I00016100,18,1,4,13,1999.67,803,5,0,124.18,0.0,服饰鞋包,11,0.489,4,1,1,0,0,0,0,1,0,0,2,0.1,0.333,5.0,0.996,1.66,1
U00023901,I00049957,32,1,6,36,1412.48,155,17,0,50.47,0.0,美妆个护,21,0.748,4,0,1,0,0,0,0,1,0,0,18,32.9,0.053,5.0,0.422,0.26,0
U00023902,I00014064,27,0,2,5,2576.24,330,41,0,84.52,0.02,服饰鞋包,39,0.69,3,0,22,6,2,7,0,0,0,0,16,40.1,2.971,0.7,0.374,14.86,0
U00023903,I00081920,32,0,7,8,1435.0,48,17,10,127.29,0.0,数码家电,23,0.557,1,1,113,32,6,24,0,0,0,0,2,1.6,77.0,2.4,0.938,385.0,1
U00023904,I00009606,18,0,4,2,1860.85,484,76,1,123.1,0.148,美妆个护,13,0.68,2,0,7,1,0,2,0,0,0,0,2,9.7,4.0,0.2,0.712,20.0,1
U00023905,I00077905,30,0,4,11,1902.4,562,17,2,235.53,0.071,服饰鞋包,25,0.399,3,0,11,2,1,2,0,1,0,0,3,1.9,5.25,5.2,0.927,26.25,1
U00023906,I00072965,23,1,1,8,1080.61,1,24,1,92.73,0.0,食品生鲜,47,0.735,1,0,23,5,2,6,0,0,0,0,17,2.2,2.667,0.6,0.916,13.34,0
U00023907,I00051206,24,1,2,15,497.75,691,20,0,45.46,0.119,食品生鲜,22,0.554,5,0,4,0,0,1,0,1,1,0,6,15.9,0.786,8.1,0.602,3.93,1
U00023908,I00015818,27,1,7,11,3180.84,144,5,0,71.04,0.0,美妆个护,39,0.825,3,0,0,0,0,0,0,0,1,1,1,46.5,0.0,3.0,0.34,0.0,0
U00023909,I00002421,18,0,7,8,1554.52,602,10,0,75.23,0.16,美妆个护,44,0.531,7,0,57,16,7,12,0,1,0,0,9,20.7,12.8,6.2,0.537,64.0,1
U00023910,I00084449,36,1,3,47,600.55,681,2,1,39.09,0.167,服饰鞋包,16,0.358,2,1,1,0,0,0,0,0,0,0,1,5.8,0.5,0.0,0.805,2.5,1
U00023911,I00069854,32,0,7,35,1142.33,447,4,0,33.67,0.095,服饰鞋包,42,0.763,6,1,10,2,0,1,1,0,0,0,25,6.2,0.596,0.1,0.795,12.98,1
U00023912,I00089898,26,1,2,7,1894.6,672,57,0,23.05,0.399,美妆个护,26,0.671,2,0,33,3,2,6,0,0,0,0,24,15.4,2.16,0.6,0.609,10.8,0
U00023913,I00027729,18,1,1,7,1068.41,213,7,2,62.11,0.105,服饰鞋包,16,0.575,4,0,22,5,3,4,0,0,0,0,24,2.6,1.88,0.4,0.902,9.4,0
U00023914,I00057859,18,0,4,12,721.13,113,39,1,60.35,0.0,数码家电,36,0.526,3,1,31,6,2,10,1,0,0,0,11,6.0,5.333,1.0,0.8,36.66,0
U00023915,I00049090,34,0,4,7,607.02,649,14,1,88.13,0.0,食品生鲜,17,0.594,3,0,11,2,0,3,0,0,0,0,2,1.5,6.5,0.3,0.941,32.5,0
U00023916,I00084258,21,0,1,3,877.89,94,10,0,116.28,0.373,其他,27,0.534,1,1,80,14,7,17,0,0,0,0,12,3.0,11.885,1.7,0.889,59.42,1
U00023917,I00028965,19,0,3,4,1376.86,770,5,0,387.98,0.0,服饰鞋包,25,0.364,4,0,14,2,1,4,0,0,0,0,1,9.3,13.5,0.4,0.721,67.5,0
U00023918,I00076993,18,1,2,41,4490.37,914,7,0,107.5,0.0,服饰鞋包,45,0.662,1,0,38,8,5,10,0,0,0,0,1,12.9,42.0,1.0,0.65,210.0,0
U00023919,I00042241,27,0,2,5,3678.23,727,13,1,14.22,0.0,家居日用,34,0.699,3,1,32,3,1,8,0,0,0,0,3,11.9,13.25,0.8,0.669,66.25,0
U00023920,I00083450,20,0,6,9,2559.91,272,21,1,127.04,0.0,家居日用,5,0.601,2,0,0,0,0,0,0,0,1,1,5,6.7,0.0,3.0,0.782,0.0,1
U00023921,I00012676,21,1,4,13,1451.47,618,6,0,50.13,0.04,数码家电,43,0.67,1,0,11,1,0,2,0,1,0,0,7,13.8,2.0,5.2,0.635,10.0,1
U00023922,I00060050,34,0,4,3,766.77,339,8,3,200.93,0.102,食品生鲜,37,0.678,3,0,59,8,3,21,0,0,0,0,11,24.1,9.625,2.1,0.499,48.12,0
U00023923,I00081665,26,0,3,15,1643.09,82,11,0,26.41,0.018,服饰鞋包,20,0.766,8,0,30,5,2,7,1,0,0,0,16,20.2,3.324,0.7,0.543,26.62,0
U00023924,I00048437,18,1,3,5,8053.72,85,0,0,91.23,0.318,食品生鲜,60,0.703,1,0,1,0,0,0,1,0,0,0,8,7.9,0.111,0.0,0.752,10.56,1
U00023925,I00040214,23,0,5,41,507.59,242,19,0,49.17,0.0,美妆个护,13,0.697,1,0,3,0,0,0,0,1,0,0,67,10.5,0.044,5.0,0.696,0.22,1
U00023926,I00028112,29,0,5,2,1609.2,1,8,4,160.93,0.262,数码家电,13,0.538,2,0,0,0,0,0,0,0,0,0,26,44.0,0.0,0.0,0.353,0.0,1
U00023927,I00004285,30,1,4,20,5803.93,939,39,0,12.93,0.225,服饰鞋包,22,0.541,4,0,60,16,3,16,0,0,0,0,4,26.0,25.0,1.6,0.48,125.0,1
U00023928,I00017586,41,1,3,7,5580.53,437,48,1,130.92,0.091,服饰鞋包,29,0.638,1,0,12,1,1,3,0,1,0,0,17,4.8,1.194,5.3,0.833,5.97,0
U00023929,I00065040,32,0,5,8,6573.56,754,19,0,82.89,0.0,食品生鲜,16,0.622,3,0,141,24,14,30,0,1,0,0,32,11.1,8.364,8.0,0.684,41.82,0
U00023930,I00007132,28,0,2,3,2076.49,1053,14,0,80.59,0.24,美妆个护,18,0.635,1,1,29,5,2,4,0,0,1,1,4,23.8,10.2,3.4,0.502,51.0,0
U00023931,I00043383,35,1,3,6,2231.83,1000,17,0,45.21,0.0,食品生鲜,18,0.596,5,1,20,3,1,7,0,0,1,0,1,29.6,19.75,3.7,0.448,98.75,0
U00023932,I00033528,33,0,6,12,4920.98,469,29,0,67.54,0.121,服饰鞋包,30,0.636,4,0,8,2,1,2,0,0,1,1,7,2.6,2.25,3.2,0.902,11.25,1
U00023933,I00087494,18,1,5,6,1194.62,502,13,0,94.56,0.096,服饰鞋包,29,0.533,4,1,0,0,0,0,0,0,0,0,4,4.1,0.0,0.0,0.854,0.0,0
U00023934,I00030937,21,0,5,14,1462.72,167,11,0,73.24,0.0,服饰鞋包,39,0.633,7,0,3,0,0,1,0,0,0,0,5,1.0,0.75,0.1,0.96,3.75,0
U00023935,I00087082,25,0,2,10,1882.31,223,11,0,63.4,0.0,数码家电,29,0.4,1,0,10,2,0,2,1,0,0,0,1,2.6,8.5,0.2,0.902,52.5,1
U00023936,I00053442,18,1,3,9,1024.71,187,7,0,59.5,0.162,美妆个护,24,0.817,6,0,3,0,0,0,1,0,0,0,2,1.9,1.0,0.0,0.927,15.0,1
U00023937,I00054599,19,0,4,17,936.9,540,18,0,36.29,0.236,其他,14,0.69,3,0,0,0,0,0,0,1,1,0,1,0.1,0.0,8.0,0.996,0.0,1
U00023938,I00079221,33,1,2,6,4579.59,500,6,0,41.34,0.069,服饰鞋包,30,0.657,3,1,25,5,3,8,0,1,0,0,11,35.5,4.667,5.8,0.403,23.34,0
U00023939,I00020643,23,1,4,20,2345.91,598,16,0,172.74,0.363,数码家电,29,0.863,3,1,1,0,0,0,0,0,0,0,8,12.5,0.111,0.0,0.658,0.56,0
U00023940,I00069908,30,0,6,6,1262.56,696,13,1,31.11,0.0,其他,16,0.742,2,1,33,3,3,10,0,0,0,0,38,21.3,1.615,1.0,0.53,8.07,0
U00023941,I00012652,29,1,4,11,1460.27,1081,7,0,30.44,0.116,食品生鲜,39,0.679,4,0,5,1,0,1,1,0,0,0,10,13.4,0.773,0.1,0.642,13.86,0
U00023942,I00001666,35,0,5,1,1635.35,754,19,0,9.74,0.355,数码家电,26,0.494,4,1,16,4,1,5,0,1,0,0,16,16.3,2.029,5.5,0.596,10.14,1
U00023943,I00006919,24,1,3,4,1161.12,127,26,1,266.25,0.135,服饰鞋包,33,0.462,5,1,90,10,8,20,1,0,0,0,6,9.9,23.429,2.0,0.708,127.14,1
U00023944,I00023008,36,0,5,5,1048.47,255,29,0,46.33,0.313,食品生鲜,51,0.753,5,1,13,1,1,3,0,0,0,0,6,4.1,3.214,0.3,0.854,16.07,1
U00023945,I00075731,36,1,3,8,1554.98,958,21,9,328.04,0.0,服饰鞋包,24,0.784,1,0,75,20,7,28,1,0,1,1,6,1.7,25.429,5.8,0.934,137.14,1
U00023946,I00025036,18,0,5,7,2268.88,587,104,0,44.94,0.116,美妆个护,25,0.727,4,1,198,52,28,59,0,0,0,0,1,31.7,237.25,5.9,0.431,1186.25,1
U00023947,I00089353,30,1,5,10,467.26,623,10,0,100.75,0.309,服饰鞋包,61,0.856,3,0,63,10,8,12,1,0,0,0,8,2.9,13.889,1.2,0.892,79.44,1
U00023948,I00088603,25,0,2,34,604.46,573,6,0,37.56,0.207,美妆个护,21,0.518,3,0,3,0,0,1,0,0,1,1,3,19.3,1.125,3.1,0.554,5.62,1
U00023949,I00076750,23,0,2,14,1428.52,838,9,0,29.1,0.0,美妆个护,26,0.498,1,0,10,2,1,2,1,0,0,0,1,16.8,10.0,0.2,0.588,60.0,1
U00023950,I00088149,39,0,2,21,323.18,729,79,2,76.61,0.0,食品生鲜,26,0.591,4,0,9,1,1,3,0,0,1,1,3,8.3,4.625,3.3,0.743,23.12,1
U00023951,I00022212,28,1,6,15,1321.94,1158,15,0,238.74,0.5,服饰鞋包,21,0.749,1,1,3,0,0,0,1,0,0,0,3,3.2,0.75,0.0,0.882,13.75,1
U00023952,I00054588,18,0,4,10,202.09,141,29,0,38.41,0.064,服饰鞋包,22,0.827,5,0,34,8,2,10,0,0,0,0,2,18.8,23.667,1.0,0.561,118.34,1
U00023953,I00026867,30,1,4,4,908.77,588,11,0,24.61,0.111,数码家电,31,0.678,4,0,8,0,0,2,0,0,0,0,5,2.8,1.833,0.2,0.896,9.16,0
U00023954,I00007345,27,0,5,34,2178.91,679,6,0,37.32,0.0,食品生鲜,13,0.622,4,0,2,0,0,0,0,0,1,1,1,5.6,1.0,3.0,0.811,5.0,1
U00023955,I00068738,20,0,4,6,471.09,658,4,1,25.88,0.0,食品生鲜,32,0.599,8,0,5,0,0,1,0,0,0,0,36,35.4,0.176,0.1,0.404,0.88,0
U00023956,I00070289,33,0,5,13,1081.23,727,22,0,69.98,0.172,服饰鞋包,49,0.516,7,0,3,0,0,0,1,0,0,0,2,36.0,1.0,0.0,0.4,15.0,0
U00023957,I00062547,31,1,3,8,1936.76,545,59,1,71.4,0.298,美妆个护,27,0.438,3,0,1,0,0,0,0,0,0,0,1,25.6,0.5,0.0,0.484,2.5,1
U00023958,I00010328,18,0,2,8,307.4,874,25,1,124.92,0.0,服饰鞋包,35,0.468,1,0,44,9,2,15,0,0,0,0,2,1.1,30.167,1.5,0.956,150.84,1
U00023959,I00048660,29,1,1,6,275.06,207,6,0,119.13,0.0,其他,21,0.582,1,1,25,2,2,5,1,0,0,0,12,6.6,3.269,0.5,0.784,26.34,0
U00023960,I00045798,21,0,2,20,513.79,742,7,0,103.69,0.079,家居日用,18,0.556,5,0,11,3,1,2,0,0,1,0,3,15.8,5.75,3.2,0.603,28.75,0
U00023961,I00071628,28,0,4,8,2148.92,800,3,0,286.35,0.286,食品生鲜,12,0.435,5,0,45,5,6,13,0,0,0,0,15,20.8,5.781,1.3,0.536,28.9,0
U00023962,I00027609,20,1,6,6,293.19,566,11,0,78.81,0.0,数码家电,35,0.486,4,0,44,11,5,7,0,0,0,0,9,9.2,9.15,0.7,0.723,45.75,1
U00023963,I00028286,30,0,4,7,1700.99,864,7,1,47.43,0.0,家居日用,31,0.609,2,0,91,26,7,23,0,0,1,0,7,13.3,24.812,5.3,0.643,124.06,0
U00023964,I00088535,32,1,4,30,5546.45,526,4,0,36.67,0.131,服饰鞋包,31,0.842,3,1,4,0,0,0,0,0,0,0,1,0.4,2.0,0.0,0.984,10.0,0
U00023965,I00048635,23,0,4,7,8044.95,529,7,2,128.34,0.117,家居日用,30,0.893,5,1,10,2,0,1,0,0,0,0,2,9.7,5.167,0.1,0.712,25.84,0
U00023966,I00040290,22,0,4,21,12964.19,412,3,0,42.09,0.063,食品生鲜,41,0.417,4,0,5,0,0,1,0,0,0,0,2,10.4,2.167,0.1,0.698,10.84,0
U00023967,I00088480,25,0,7,24,456.94,478,8,0,118.72,0.024,美妆个护,29,0.557,4,1,15,2,1,4,0,0,0,0,27,11.4,1.0,0.4,0.678,5.0,0
U00023968,I00018008,29,1,5,5,934.19,17,5,0,15.32,0.091,美妆个护,28,0.662,3,1,112,21,14,31,0,0,1,0,6,17.0,34.643,6.1,0.585,173.22,1
U00023969,I00025258,23,0,4,6,453.55,653,4,0,19.33,0.0,数码家电,13,0.703,4,0,4,0,0,0,0,0,0,0,10,31.2,0.364,0.0,0.435,1.82,0
U00023970,I00085055,26,0,4,2,3257.69,635,66,2,387.69,0.0,美妆个护,32,0.665,2,0,22,6,3,3,1,0,0,0,17,1.6,2.639,0.3,0.938,23.2,0
U00023971,I00029785,18,0,4,4,572.72,830,19,0,39.58,0.431,服饰鞋包,23,0.645,2,0,8,1,0,2,1,0,0,0,56,24.5,0.228,0.2,0.495,11.14,1
U00023972,I00038589,28,0,5,27,4882.04,276,30,1,212.52,0.26,食品生鲜,43,0.423,4,0,173,29,9,34,0,0,1,1,5,2.9,51.5,6.4,0.892,257.5,1
U00023973,I00044222,21,1,4,4,5430.14,782,12,0,27.3,0.0,数码家电,25,0.612,4,0,5,0,0,0,0,0,0,0,7,9.1,0.625,0.0,0.725,3.12,1
U00023974,I00021379,29,0,6,2,1132.6,1,7,0,132.21,0.176,服饰鞋包,12,0.748,2,1,4,0,0,1,0,0,0,0,1,4.8,2.75,0.1,0.833,13.75,0
U00023975,I00004697,30,0,2,22,2052.58,533,1,0,166.83,0.0,服饰鞋包,51,0.85,3,0,11,1,1,3,0,0,0,0,10,3.4,1.864,0.3,0.876,9.32,0
U00023976,I00034636,33,1,3,6,7037.79,353,9,0,520.4,0.544,服饰鞋包,24,0.393,6,0,2,0,0,0,0,1,0,0,28,1.1,0.069,5.0,0.956,0.34,0
U00023977,I00058544,25,1,4,3,1466.98,566,4,0,13.99,0.305,美妆个护,35,0.836,4,1,20,4,2,3,1,0,1,1,3,4.9,9.625,3.3,0.83,58.12,1
U00023978,I00081260,22,0,5,16,2477.8,992,4,0,61.99,0.142,食品生鲜,17,0.676,3,0,22,2,1,6,0,0,0,0,12,9.9,2.923,0.6,0.708,14.62,0
U00023979,I00019208,38,1,4,5,2046.05,764,9,2,91.46,0.0,食品生鲜,14,0.571,1,0,118,26,7,26,0,0,0,0,3,7.4,57.5,2.6,0.764,287.5,0
U00023980,I00027525,35,0,4,8,5808.34,1052,9,0,31.0,0.186,服饰鞋包,43,0.369,1,1,0,0,0,0,0,0,0,0,100,9.9,0.0,0.0,0.708,0.0,1
U00023981,I00028555,25,0,6,26,3209.54,513,19,0,49.39,0.0,其他,39,0.559,4,0,2,0,0,0,0,0,1,1,3,12.4,0.5,3.0,0.659,2.5,1
U00023982,I00011818,35,0,3,10,1339.16,1,10,3,305.63,0.352,食品生鲜,20,0.897,3,0,1,0,0,0,0,0,0,0,16,22.4,0.059,0.0,0.517,0.3,1
